Date,Open,High,Low,Close,Adj Close,Volume
2018-11-05,127.480003,127.870003,126.449997,127.250000,124.347267,5477000
2018-11-06,127.300003,128.130005,126.660004,127.940002,125.021530,3254300
2018-11-07,128.990005,130.910004,128.039993,130.550003,127.572006,5399200
2018-11-08,130.899994,131.960007,130.369995,131.339996,128.343948,4747500
2018-11-09,131.389999,131.419998,129.690002,130.710007,127.728348,5007100
2018-11-12,130.940002,131.029999,128.089996,128.300003,125.373314,4197400
2018-11-13,128.839996,130.720001,128.229996,129.119995,126.174599,3432800
2018-11-14,130.050003,130.690002,128.589996,128.889999,125.949852,5749800
2018-11-15,127.209999,130.600006,126.650002,129.729996,127.497749,4599000
2018-11-16,129.000000,130.929993,128.779999,130.130005,127.890877,5184400
2018-11-19,130.000000,130.000000,127.370003,127.849998,125.650101,4989700
2018-11-20,127.230003,127.230003,124.660004,126.000000,123.831940,4386300
2018-11-21,126.290001,127.449997,125.680000,125.709999,123.546928,2728700
2018-11-23,124.989998,130.279999,124.790001,129.039993,126.819618,9726100
2018-11-26,129.789993,132.399994,127.709999,127.980003,125.777863,10609800
2018-11-27,123.669998,125.139999,119.230003,122.680000,120.569054,16869700
2018-11-28,123.250000,123.489998,120.070000,122.730003,120.618202,8533600
2018-11-29,122.790001,122.940002,120.080002,121.199997,119.114532,6155700
2018-11-30,120.760002,122.320000,120.040001,121.839996,119.743507,9636700
2018-12-03,123.790001,125.989998,123.269997,123.599998,121.473236,6875600
2018-12-04,123.220001,123.430000,119.300003,120.870003,118.790207,7686500
2018-12-06,119.510002,121.529999,118.449997,121.449997,119.360229,9333700
2018-12-07,121.169998,122.190002,119.129997,119.449997,117.394638,7503600
2018-12-10,119.019997,120.639999,116.900002,119.410004,117.355331,5317000
2018-12-11,122.099998,122.129997,118.639999,118.930000,116.883591,4331800
2018-12-12,119.970001,121.430000,119.559998,119.660004,117.601036,3087300
2018-12-13,120.169998,120.389999,118.870003,119.250000,117.198090,5715000
2018-12-14,117.959999,119.449997,117.169998,118.800003,116.755821,4011600
2018-12-17,118.739998,118.879997,114.739998,115.309998,113.325882,5074500
2018-12-18,116.099998,117.440002,115.190002,115.779999,113.787796,3778200
2018-12-19,115.570000,117.379997,113.070000,113.800003,111.841858,10447500
2018-12-20,113.699997,113.820000,108.889999,109.620003,107.733788,14285500
2018-12-21,109.669998,111.199997,106.059998,106.180000,104.352974,12466000
2018-12-24,105.370003,105.739998,101.949997,102.059998,100.303864,4275400
2018-12-26,102.940002,106.419998,100.480003,106.010002,104.185905,7112400
2018-12-27,102.599998,105.760002,101.660004,105.760002,103.940208,6552600
2018-12-28,106.300003,107.180000,104.930000,105.339996,103.527428,5617000
2018-12-31,105.599998,106.480003,105.239998,106.480003,104.647820,4436300
2019-01-02,105.160004,108.349998,104.239998,108.300003,106.436501,5891600
2019-01-03,107.550003,108.000000,103.230003,103.480003,101.699432,5591100
2019-01-04,104.120003,107.199997,103.510002,107.019997,105.178520,6345700
2019-01-07,107.059998,107.410004,105.540001,106.970001,105.129387,5232600
2019-01-08,108.839996,109.449997,107.349998,108.900002,107.026176,3745300
2019-01-09,109.559998,109.639999,108.540001,109.320000,107.438942,4233400
2019-01-10,108.760002,110.540001,108.730003,110.410004,108.510193,3378300
2019-01-11,109.559998,109.980003,108.620003,109.949997,108.058105,3624800
2019-01-14,109.199997,111.480003,108.800003,110.849998,108.942619,3177800
2019-01-15,110.750000,111.220001,109.540001,111.059998,109.149002,2797200
2019-01-16,111.089996,111.589996,110.449997,110.870003,108.962280,3887500
2019-01-17,110.370003,113.500000,110.300003,112.769997,110.829582,3196500
2019-01-18,114.290001,114.699997,112.900002,113.900002,111.940140,4636100
2019-01-22,113.010002,113.160004,110.650002,111.059998,109.149002,5689100
2019-01-23,117.300003,119.339996,114.349998,117.040001,115.026108,12561900
2019-01-24,117.750000,119.349998,114.540001,115.559998,113.571571,9035200
2019-01-25,116.339996,116.900002,115.080002,115.809998,113.817276,4641400
2019-01-28,115.199997,115.260002,113.769997,115.080002,113.099838,8911900
2019-01-29,115.570000,118.220001,115.500000,117.839996,115.812340,10829800
2019-01-30,118.599998,120.250000,117.250000,119.120003,117.070320,7317800
2019-01-31,119.570000,119.570000,117.629997,118.070000,116.038383,6081400
2019-02-01,119.589996,120.029999,118.110001,118.980003,116.932739,4136300
2019-02-04,118.989998,119.250000,117.879997,119.139999,117.089973,4944700
2019-02-05,119.820000,120.790001,119.080002,120.769997,118.691925,4526200
2019-02-06,120.860001,121.730003,120.339996,121.360001,119.271774,3502500
2019-02-07,120.360001,120.989998,118.989998,120.720001,118.642792,4647400
2019-02-08,120.290001,122.519997,120.220001,122.489998,120.382332,3941900
