Date,Open,High,Low,Close,Adj Close,Volume
2018-11-05,126.089996,126.949997,124.550003,126.410004,122.925697,4844200
2018-11-06,126.400002,129.500000,126.309998,129.330002,125.765213,4728200
2018-11-07,133.520004,135.220001,130.880005,135.100006,131.376175,7551900
2018-11-08,133.830002,134.699997,130.899994,131.389999,127.768433,6269400
2018-11-09,129.589996,129.600006,125.730003,126.910004,123.411926,7248400
2018-11-12,127.180000,128.410004,124.589996,125.000000,121.554565,5870100
2018-11-13,125.500000,129.789993,125.279999,125.959999,122.488106,5820200
2018-11-14,127.269997,129.000000,123.730003,125.099998,121.651802,5516300
2018-11-15,124.320000,130.279999,123.129997,129.419998,125.852730,5815200
2018-11-16,128.789993,131.919998,128.050003,129.960007,126.377853,5957700
2018-11-19,129.149994,129.490005,125.599998,125.980003,122.507553,5385600
2018-11-20,123.849998,123.970001,121.230003,122.269997,118.899818,7746200
2018-11-21,122.820000,126.220001,122.510002,123.870003,120.455711,4759500
2018-11-23,121.959999,124.050003,121.570000,122.320000,118.948441,3130100
2018-11-26,123.650002,125.790001,123.160004,124.800003,121.360077,4696600
2018-11-27,124.000000,124.599998,122.389999,124.599998,121.165588,4049400
2018-11-28,125.300003,130.779999,123.839996,130.770004,127.165535,5745200
2018-11-29,130.800003,130.910004,127.589996,130.229996,126.640396,4999600
2018-11-30,130.050003,135.970001,129.839996,135.669998,131.930450,8458200
2018-12-03,141.880005,142.410004,138.529999,138.949997,135.120056,9365800
2018-12-04,138.080002,138.080002,129.039993,129.320007,125.755493,8113400
2018-12-06,125.220001,128.690002,124.050003,128.369995,124.831673,6595200
2018-12-07,129.100006,129.979996,122.750000,123.550003,120.144531,6413700
2018-12-10,122.410004,124.370003,121.160004,123.389999,119.988945,5970900
2018-12-11,127.180000,127.980003,122.250000,123.239998,119.843071,4449900
2018-12-12,125.739998,127.970001,125.099998,125.370003,121.914368,5544100
2018-12-13,126.449997,129.110001,125.040001,125.900002,122.429756,4544100
2018-12-14,123.419998,127.739998,123.150002,126.769997,123.275780,4483300
2018-12-17,126.800003,127.650002,123.680000,124.470001,121.039177,5662300
2018-12-18,125.870003,128.750000,123.599998,124.269997,120.844681,5377900
2018-12-19,125.070000,128.949997,120.800003,122.330002,118.958160,6416500
2018-12-20,121.739998,124.540001,120.760002,121.550003,118.199654,7563500
2018-12-21,121.730003,123.730003,119.570000,120.070000,116.760452,10034100
2018-12-24,118.169998,119.589996,116.669998,116.949997,113.726440,2986600
2018-12-26,118.000000,124.769997,116.089996,124.760002,121.321182,5093700
2018-12-27,121.800003,126.690002,120.930000,126.669998,123.178528,4599000
2018-12-28,127.129997,128.250000,125.050003,125.610001,122.147758,3813500
2018-12-31,126.599998,128.110001,124.500000,127.070000,123.567513,3455200
2019-01-02,124.029999,127.879997,123.000000,126.379997,122.896515,4783200
2019-01-03,125.309998,125.500000,120.440002,121.510002,118.160767,6165800
2019-01-04,124.169998,128.589996,123.699997,128.149994,124.617737,5456600
2019-01-07,128.589996,129.600006,126.699997,128.229996,124.695526,4653400
2019-01-08,129.899994,131.500000,128.229996,129.770004,126.193092,4202600
2019-01-09,131.089996,132.220001,129.910004,130.270004,126.679306,4865600
2019-01-10,128.610001,133.119995,127.250000,132.960007,129.295166,3418500
2019-01-11,131.080002,132.320007,130.050003,132.100006,128.458862,2908600
2019-01-14,130.309998,132.389999,129.130005,131.800003,128.167130,4482300
2019-01-15,132.110001,133.110001,129.559998,130.690002,127.087730,3224100
2019-01-16,130.759995,132.520004,130.240005,131.660004,128.030975,3636900
2019-01-17,130.470001,135.899994,129.160004,134.539993,130.831589,6878500
2019-01-18,135.100006,137.720001,133.660004,136.600006,133.689407,6122400
2019-01-22,134.929993,134.940002,131.169998,132.240005,129.422302,5188700
2019-01-23,133.039993,133.490005,130.149994,131.820007,129.011246,3123600
2019-01-24,131.410004,132.990005,131.199997,132.729996,129.901840,3943600
2019-01-25,134.770004,136.889999,133.889999,136.860001,133.943848,6417400
2019-01-28,126.989998,127.800003,123.150002,124.370003,121.719986,17421400
2019-01-29,125.610001,128.389999,125.610001,126.529999,123.833954,8550800
2019-01-30,127.930000,131.350006,126.309998,130.110001,127.337677,7181600
2019-01-31,130.320007,133.339996,129.039993,133.160004,130.322693,6643300
2019-02-01,133.029999,133.860001,130.110001,130.910004,128.120651,5646700
2019-02-04,130.880005,131.309998,130.100006,130.880005,128.091278,4541700
2019-02-05,130.630005,132.100006,130.600006,132.000000,129.187408,3614500
2019-02-06,131.270004,132.100006,130.360001,130.539993,127.758507,3098200
2019-02-07,129.289993,130.440002,127.360001,128.779999,126.036018,3682100
2019-02-08,127.480003,128.600006,126.550003,128.600006,125.859856,3135000
2019-02-11,128.949997,130.070007,128.690002,128.929993,126.182816,2648100
2019-02-12,130.259995,133.559998,130.000000,132.669998,129.843124,4505600
2019-02-13,134.199997,134.309998,132.449997,133.100006,130.263977,3189600
2019-02-14,131.779999,133.250000,131.270004,132.619995,129.794189,2877500
2019-02-15,134.100006,136.250000,133.679993,136.199997,133.297913,5217500
2019-02-19,135.350006,136.979996,135.000000,135.800003,132.906448,3881300
2019-02-20,136.389999,140.690002,136.339996,140.309998,137.320343,6199000
2019-02-21,139.750000,140.979996,138.410004,138.880005,135.920807,4051100
2019-02-22,138.779999,139.690002,137.929993,138.679993,135.725067,3485000
2019-02-25,140.990005,142.550003,140.179993,141.410004,138.396912,4444100
2019-02-26,136.529999,139.029999,135.270004,137.979996,135.039993,7275600
2019-02-27,137.860001,139.639999,137.139999,139.580002,136.605896,3441000
2019-02-28,138.550003,139.000000,137.139999,137.339996,134.413620,4024000
2019-03-01,138.860001,139.500000,136.940002,137.470001,134.540848,3811000
2019-03-04,138.800003,139.770004,137.100006,138.350006,135.402115,3859800
2019-03-05,138.059998,138.460007,137.000000,137.139999,134.217896,3122900
2019-03-06,137.539993,137.660004,134.729996,134.830002,131.957108,3886000
2019-03-07,134.380005,134.809998,131.619995,132.800003,129.970367,4290800
2019-03-08,130.500000,132.130005,130.229996,131.350006,128.551270,4238000
2019-03-11,131.910004,133.399994,131.600006,133.110001,130.273758,3914800
2019-03-12,133.240005,133.380005,131.919998,132.479996,129.657166,4208800
2019-03-13,133.979996,134.309998,132.690002,133.500000,130.655457,4285200
2019-03-14,132.839996,134.070007,132.020004,133.690002,130.841415,3742200
2019-03-15,133.869995,134.529999,131.979996,132.669998,129.843124,7049900
2019-03-18,132.699997,134.199997,132.529999,134.100006,131.242676,4095400
2019-03-19,135.350006,135.710007,133.509995,134.149994,131.291580,3315900
2019-03-20,133.830002,134.149994,132.059998,133.009995,130.175873,3522100
2019-03-21,132.160004,134.600006,132.009995,134.059998,131.203506,2635700
2019-03-22,132.990005,133.300003,129.490005,129.770004,127.004929,5745800
2019-03-25,129.589996,132.000000,129.229996,131.380005,128.580627,3199800
2019-03-26,132.690002,133.559998,131.130005,131.839996,129.030807,2638200
2019-03-27,132.270004,132.470001,130.250000,131.199997,128.404449,2378300
2019-03-28,131.899994,132.800003,131.160004,132.369995,129.549515,2487200
2019-03-29,134.000000,136.279999,133.619995,135.490005,132.603058,4681600
2019-04-01,137.690002,140.369995,136.320007,140.250000,137.261627,5081500
2019-04-02,140.149994,140.690002,139.229996,140.190002,137.202911,2529000
2019-04-03,139.850006,140.550003,138.410004,139.259995,136.292694,4821800
2019-04-04,139.139999,140.869995,139.000000,140.130005,137.144180,2988900
2019-04-05,141.100006,141.149994,139.919998,140.360001,137.369278,2812300
2019-04-08,140.000000,140.119995,138.610001,139.820007,136.840790,2497300
